,Name,Type,Country,Region,Winery,Rating,NumberOfRatings,Price,Year
890,Pinotage 2014,Red,South Africa,Stellenbosch,Welmoed,3.2,129,8.32,2014
891,Campogiovanni Brunello di Montalcino 2012,Red,Italy,Brunello di Montalcino,San Felice,4.2,1293,33.85,2012
892,Barolo 2014,Red,Italy,Barolo,Borgogno,3.9,1295,50.85,2014
893,V Reserva 2014,Red,Spain,Rioja,Bodegas Faustino,3.7,1296,9.7,2014
894,Chianti 2017,Red,Italy,Chianti,Ricasoli,3.5,1297,7.85,2017
895,Terra Romana Fetească Neagră 2016,Red,Romania,Dealu Mare,Serve,3.5,130,10.5,2016
896,Foundation Pinotage 2018,Red,South Africa,Coastal Region,Nederburg,3.6,130,5.81,2018
897,Riserva Ducale Oro Chianti Classico (Gran Selezione Gold) 2015,Red,Italy,Chianti Classico,Ruffino,3.9,130,34.99,2015
898,Langhe Nebbiolo 2017,Red,Italy,Langhe,La Spinetta,3.9,130,18.03,2017
899,Cellar Selection Carmenère 2018,Red,Chile,Central Valley,Santa Carolina,3.6,130,5.95,2018
900,Kallista 2013,Red,South Africa,Stellenbosch,Vriesenhof,4.1,130,29.19,2013
901,4 Meses Red 2017,Red,Spain,La Mancha,Volver,3.7,130,8.38,2017
902,Cabernet Sauvignon 2016,Red,South Africa,Coastal Region,Fleur du Cap,3.6,130,12.03,2016
903,Cabernet Sauvignon (1685 series) 2016,Red,South Africa,Stellenbosch,Boschendal,3.7,130,16.99,2016
904,Cabernet Sauvignon 2015,Red,United States,Sonoma Valley,Schug,4.0,130,38.94,2015
905,Amarone della Valpolicella Monte Lodoletta 2012,Red,Italy,Amarone della Valpolicella,Dal Forno Romano,4.7,130,270.63,2012
906,Clos Baltasar 2015,Red,Spain,Calatayud,San Alejandro,3.9,130,13.54,2015
907,El Viejo 2017,Red,Spain,Toro,Matsu,4.1,130,28.3,2017
908,Barolo La Serra 2014,Red,Italy,Barolo,Mauro Molino,4.2,130,48.64,2014
909,The Montelena Estate Cabernet Sauvignon 2001,Red,United States,Calistoga,Chateau Montelena,4.4,130,153.9,2001
910,Seven Flags Pinot Noir 2016,Red,South Africa,Elgin,Paul Cluver,4.3,130,56.74,2016
911,Arborina Barolo 2013,Red,Italy,Barolo,Elio Altare,4.3,130,77.12,2013
912,Reserva Special Blend 2016,Red,Argentina,Patagonia,Bodega del Fin del Mundo,4.3,1302,35.89,2016
913,Carmenère Reserva 2017,Red,Chile,Colchagua Valley,Apaltagua,3.6,1303,10.5,2017
914,Rioja La Vendimia 2017,Red,Spain,Rioja,Palacios Remondo,3.7,1305,8.87,2017
915,The Footbolt Shiraz 2016,Red,Australia,McLaren Vale,d'Arenberg,3.6,1307,14.09,2016
916,Bicicleta Cabernet Sauvignon 2017,Red,Chile,Central Valley,Cono Sur,3.5,1308,6.9,2017
917,Rosso di Montalcino 2017,Red,Italy,Rosso di Montalcino,Gianni Brunelli,4.0,131,35.58,2017
918,La Cumbre Syrah 2014,Red,Chile,Aconcagua Valley,Errazuriz,4.3,131,57.42,2014
919,Grand Reserve 2015,Red,South Africa,Stellenbosch,Delheim,4.0,131,25.7,2015
920,Rosso Piceno 2018,Red,Italy,Rosso Piceno,Azienda Santa Barbara - Stefano Antonucci,3.5,131,7.5,2018
921,Saint-Joseph Les Capelets 2015,Red,France,Saint-Joseph,Pierre Amadieu,4.0,131,17.45,2015
922,Brunello Di Montalcino Riserva 2009,Red,Italy,Brunello di Montalcino,Caparzo,4.3,131,48.02,2009
923,Eight Songs Shiraz 2013,Red,Australia,Barossa,Peter Lehmann,3.8,131,35.09,2013
924,Villa Cordevigo Rosso 2012,Red,Italy,Rosso Veronese,Villabella,4.3,131,23.91,2012
925,Les Terroirs Côtes du Roussillon Villages 2015,Red,France,Côtes du Roussillon Villages,Calmel & Joseph,3.7,131,7.75,2015
926,Pian delle Mole Langhe Nebbiolo 2016,Red,Italy,Langhe,Giulia Negri,3.8,131,15.5,2016
927,Blauer Spätburgunder Trocken 2016,Red,Germany,Pfalz,Knipser,3.9,131,11.2,2016
928,Liaison Pinot Noir 2017,Red,Germany,Baden,Enderle & Moll,3.8,131,19.72,2017
929,Teroldego Rotaliano Vigilius 2015,Red,Italy,Teroldego Rotaliano,De Vescovi Ulzbach,4.1,131,24.27,2015
930,Evaluna 2016,Red,Italy,Garda,Sansonina,4.0,131,16.44,2016
931,Clancy's Red Blend 2016,Red,Australia,Barossa,Peter Lehmann,3.5,131,12.12,2016
932,Syrah Pago Garduña 2014,Red,Spain,Castilla y León,Abadia Retuerta,4.2,131,73.11,2014
933,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2011,Red,France,Saint-Émilion Grand Cru,Château Trotte Vieille,4.1,131,70.19,2011
934,Aquilae Nero d'Avola 2014,Red,Italy,Sicilia,CVA Canicatti,3.6,131,8.6,2014
935,Sorì Tildìn (Barbaresco) Langhe 2014,Red,Italy,Langhe,Gaja,4.6,131,470.0,2014
936,Cervidoni Rosso Piceno 2016,Red,Italy,Rosso Piceno,Tenuta di Tavignano,3.8,131,7.7,2016
937,Château d'Ampuis Côte-Rôtie 2016,Red,France,Côte-Rôtie,E. Guigal,3.9,131,99.0,2016
938,Single Valley Lot Gran Reserva Syrah 2014,Red,Chile,Colchagua Valley,Valdivieso,3.7,131,14.57,2014
939,Saperavi - Cabernet 2015,Red,Georgia,Kakheti,Mukhrani,3.9,131,14.9,2015
940,Châteauneuf-du-Pape 2014,Red,France,Châteauneuf-du-Pape,Château de Beaucastel,4.3,1310,67.26,2014
941,Douro Tinto 2018,Red,Portugal,Douro,Casal Garcia,3.7,1311,4.89,2018
942,Pauillac (Grand Cru Classé) 2012,Red,France,Pauillac,Château Lynch-Bages,4.3,1311,106.25,2012
943,Red Blend N.V.,Red,Chile,Lontue Valley,Caballo Loco,4.4,13136,34.07,2018
944,Rara Neagra de Purcari 2018,Red,Moldova,South Eastern,Château Purcari,4.1,1314,10.98,2018
945,Malbec Argentino 2017,Red,Argentina,Mendoza,Catena Zapata,4.6,1314,77.01,2017
946,Saint-Julien (Grand Cru Classé) 2005,Red,France,Saint-Julien,Château Gruaud Larose,4.3,1317,94.95,2005
947,Ebbio Nebbiolo Langhe 2018,Red,Italy,Langhe,Fontanafredda,3.5,1318,14.21,2018
948,120 Cabernet Sauvignon 2017,Red,Chile,Central Valley,Santa Rita,3.4,1318,7.8,2017
949,Château Trocard Bordeaux Supérieur 2012,Red,France,Bordeaux Supérieur,Jean-Louis Trocard,3.2,132,9.26,2012
950,Saint-Émilion Grand Cru 2010,Red,France,Saint-Émilion Grand Cru,Le Dome,4.6,132,399.95,2010
951,Barolo Riserva Monfortino 2013,Red,Italy,Barolo,Giacomo Conterno,4.8,132,1115.5,2013
952,Tavkveri 2016,Red,Georgia,Kakheti,Mukhrani,4.1,132,16.9,2016
953,The Glass Collection Syrah 2014,Red,South Africa,Stellenbosch,Glenelly,3.5,132,11.95,2014
954,Rouge (Estate Reserve) 2013,Red,South Africa,Stellenbosch,Morgenster Estate,4.1,132,36.5,2013
955,Primocolle Chianti Classico 2016,Red,Italy,Chianti Classico,Villa Cerna,3.7,132,14.73,2016
956,Saint-Émilion Grand Cru 2013,Red,France,Saint-Émilion Grand Cru,Château Grand Barrail Lamarzelle Figeac,3.8,132,29.5,2013
957,Les Crus Terrasses du Larzac 2016,Red,France,Terrasses du Larzac,Calmel & Joseph,3.9,132,12.62,2016
958,Galantas Gran Reserva Cabernet Franc 2016,Red,Chile,Maipo Valley,Haras de Pirque,3.8,132,28.83,2016
959,Cabernet Sauvignon 2017,Red,South Africa,Western Cape,Protea,3.3,132,8.95,2017
960,Preta Cuvée Grande Reserva 2008,Red,Portugal,Alentejano,Fitapreta,4.3,132,35.09,2008
961,Pinot Fin Bourgogne 2014,Red,France,Bourgogne,Domaine Arnoux-Lachaux,3.6,132,39.69,2014
962,Musar Jeune Rouge 2016,Red,Lebanon,Bekaa Valley,Château Musar,3.8,1323,10.84,2016
963,Reserva 2015,Red,Spain,Rioja,Hacienda López de Haro,3.7,1323,9.95,2015
964,Bolgheri Superiore 2014,Red,Italy,Bolgheri Superiore,Grattamacco,4.1,1325,51.36,2014
965,Barolo 2015,Red,Italy,Barolo,Elio Altare,4.2,133,62.57,2015
966,Brunello di Montalcino 2015,Red,Italy,Brunello di Montalcino,Fattoria dei Barbi,4.1,133,32.88,2015
967,Futures Shiraz 2015,Red,Australia,Barossa,Peter Lehmann,3.8,133,15.03,2015
968,'Rosso & Bianco' Shiraz 2016,Red,United States,California,Francis Ford Coppola,3.8,133,13.25,2016
969,Quinta Da Gricha Douro 2009,Red,Portugal,Douro,Churchill's,4.6,133,56.84,2009
970,Barolo Prapò 2010,Red,Italy,Barolo,Ettore Germano,4.2,133,48.4,2010
971,Rosso di Montepulciano Prugnolo 2018,Red,Italy,Rosso di Montepulciano,Boscarelli,3.7,133,12.9,2018
972,Zephyrus Shiraz 2017,Red,Australia,Barossa,Sons of Eden,4.0,133,31.19,2017
973,Teroldego Rotaliano 2016,Red,Italy,Teroldego Rotaliano,De Vescovi Ulzbach,3.9,133,11.45,2016
974,Grand Grenache Gigondas 2012,Red,France,Gigondas,Domaine Santa Duc,4.0,133,45.0,2012
975,12 e Mezzo Negroamaro del Salento 2017,Red,Italy,Salento,Varvaglione,3.8,133,7.31,2017
976,La Bella Addormentata Terre di Chieti Sangiovese 2018,Red,Italy,Terre di Chieti,Gran Sasso,3.6,133,7.32,2018
977,Twin Oaks Cabernet Sauvignon 2018,Red,United States,California,Robert Mondavi,3.2,133,7.69,2018
978,Cuvée du Chaos Fleurie 2018,Red,France,Fleurie,Les Bertrand,4.2,133,22.62,2018
979,Limited Release Cabernet Sauvignon 2014,Red,United States,Napa Valley,Black Stallion,4.0,133,106.89,2014
980,Gries Lagrein Riserva 2017,Red,Italy,Südtirol - Alto Adige,Nals Margreid,4.1,133,19.9,2017
981,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 1998,Red,France,Saint-Émilion Grand Cru,Château Belair-Monange,4.1,133,96.85,1998
982,Cortevecchia Riserva Chianti Classico 2015,Red,Italy,Chianti Classico,Principe Corsini,3.9,133,16.99,2015
983,Le Redini 2015,Red,Italy,Toscana,Tenuta Degli Dei,4.0,133,20.09,2015
984,Sangre de Toro Original 2018,Red,Spain,Catalunya,Torres,3.5,1331,6.73,2018
985,Haut-Médoc 2005,Red,France,Haut-Médoc,Château Sociando-Mallet,4.2,1331,59.95,2005
986,The Guv’nor 2019,Red,Spain,Valdepeñas,Félix Solís,4.0,1333,6.2,2019
987,Gran Reserva Rioja (Tempranillo) 2011,Red,Spain,Rioja,Ramón Bilbao,3.9,1334,18.23,2011
988,Pinot Noir 2014,Red,New Zealand,Marlborough,Brancott Estate,3.6,1335,9.99,2014
989,Pauillac (Grand Cru Classé) 2000,Red,France,Pauillac,Château Pichon Baron,4.5,1339,309.9,2000
990,Selected Vines Malbec (Barrancas Vineyards) 2017,Red,Argentina,Mendoza,Pascual Toso,4.0,134,15.16,2017
991,Terralis Shiraz - Malbec 2015,Red,Argentina,Mendoza,Trivento,3.4,134,6.99,2015
992,Testamatta Toscana 2016,Red,Italy,Toscana,Bibi Graetz,4.2,134,105.0,2016
993,Mencia 2014,Red,Spain,Valdeorras,A Portela,3.6,134,11.9,2014
994,Compleo Cuvée Noire 2018,Red,Switzerland,Zürich,Staatskellerei Zürich,3.9,134,17.06,2018
995,Pommard 2015,Red,France,Pommard,Bouchard Père & Fils,4.0,134,48.54,2015
996,Merlot 2017,Red,South Africa,Stellenbosch,Zonnebloem,3.8,134,8.29,2017
997,Bordeaux Supérieur 2017,Red,France,Bordeaux Supérieur,Château Le Gardera,3.8,134,8.78,2017
998,Bandol Rouge 2016,Red,France,Bandol,Gros' Noré,4.1,134,31.9,2016
999,Barolo Carobric 2006,Red,Italy,Barolo,Paolo Scavino,4.3,134,74.69,2006
1000,Hommage à Jacques Perrin Châteauneuf-du-Pape 2015,Red,France,Châteauneuf-du-Pape,Château de Beaucastel,4.5,134,341.18,2015
1001,Endinger Engelsberg Spätburgunder Trocken 2015,Red,Germany,Baden,Knab,3.7,134,16.95,2015
1002,Cabernet Sauvignon Reserva 2017,Red,Chile,Colchagua Valley,Veramonte,3.5,134,8.5,2017
1003,Saint-Julien (Grand Cru Classé) 2016,Red,France,Saint-Julien,Château Saint-Pierre,4.1,134,82.86,2016
1004,Shiraz 2018,Red,South Africa,Stellenbosch,Guardian Peak,3.5,134,9.9,2018
1005,Poggio alle Mura Brunello di Montalcino 2011,Red,Italy,Brunello di Montalcino,Banfi,4.2,1341,37.73,2011
1006,Estate Cabernet Sauvignon 2016,Red,Australia,Clare Valley,Taylors / Wakefield,3.7,1344,9.5,2016
1007,Hécula Monastrell 2016,Red,Spain,Yecla,Castaño,3.4,1344,8.78,2016
1008,Crozes-Hermitage Rouge 2016,Red,France,Crozes-Hermitage,E. Guigal,3.8,1348,19.9,2016
1009,Cannubi Boschis Barolo 2013,Red,Italy,Barolo,Virna,4.2,135,52.29,2013
1010,Gigondas 2017,Red,France,Gigondas,Domaine la Bouissiere,4.1,135,22.9,2017
1011,Pian delle Vigne Brunello di Montalcino 2015,Red,Italy,Brunello di Montalcino,Antinori,4.1,135,55.0,2015
1012,Merindol Syrah 2014,Red,South Africa,Stellenbosch,Simonsig,3.9,135,24.27,2014
1013,Caprasia Bobal 2016,Red,Spain,Utiel-Requena,Vegalfaro,3.8,135,11.05,2016
1014,The Long Walk Shiraz 2019,Red,South Africa,Western Cape,Footprint,3.4,135,7.25,2019
1015,Les Restanques de Pibarnon 2015,Red,France,Bandol,Château de Pibarnon,3.8,135,28.55,2015
1016,Madre Toscana 2009,Red,Italy,Toscana,Poggio Antico,4.2,135,38.09,2009
1017,Eolithe 2017,Red,France,Saumur,Château de Fosse-Sèche,3.9,135,23.29,2017
1018,Tenuta Greppone Mazzi Brunello di Montalcino 2014,Red,Italy,Brunello di Montalcino,Ruffino,4.1,135,46.6,2014
1019,Enfant Sauvage 2017,Red,France,Côtes Catalanes,Domaine Les Enfants Sauvages,3.7,135,16.47,2017
1020,Pinotage 2013,Red,South Africa,Stellenbosch,Kaapzicht,3.9,135,17.01,2013
1021,Gevrey-Chambertin 2017,Red,France,Gevrey-Chambertin,Domaine Trapet,4.1,135,84.0,2017
1022,La Villa Real Tempranillo 2015,Red,Spain,La Mancha,Bodega la Remediadora,3.4,135,6.54,2015
1023,Bourgogne Pinot Noir 2011,Red,France,Bourgogne,Hudelot-Noëllat,3.5,135,19.45,2011
1024,Barolo del Comune di Serralunga d'Alba 2015,Red,Italy,Barolo,Boasso,4.1,135,28.27,2015
1025,Holy Moly Shiraz 2015,Red,Germany,Pfalz,Schneider,4.1,135,31.0,2015
1026,Haut-Médoc (Grand Cru Classé) 2005,Red,France,Haut-Médoc,Château Cantemerle,3.9,1350,52.95,2005
1027,Saint-Julien (Grand Cru Classé) 2005,Red,France,Saint-Julien,Château Lagrange,4.1,1354,69.95,2005
1028,Vitral Reserva Cabernet Sauvignon 2017,Red,Chile,Maipo Valley,Viña Maipo,3.4,1354,7.5,2017
1029,Cuvée Racoveanu Reserve 2013,Red,Romania,Mehedinti,Corcova,4.1,136,17.5,2013
1030,Reserva Merlot 2018,Red,Chile,Colchagua Valley,de Gras,3.8,136,9.36,2018
1031,Haut-Médoc 2016,Red,France,Haut-Médoc,Château Belle-Vue,3.8,136,18.95,2016
1032,Tupungato Passo Doble Malbec - Corvina 2018,Red,Argentina,Tupungato,Masi,3.5,136,7.95,2018
1033,Campogiovanni Brunello di Montalcino Riserva Il Quercione 2010,Red,Italy,Brunello di Montalcino,San Felice,4.4,136,105.73,2010
1034,Mavrotragano 2016,Red,Greece,Santorini,Domaine Sigalas,4.2,136,36.95,2016
1035,Barbaresco 2014,Red,Italy,Barbaresco,Giacosa Fratelli,3.2,136,12.7,2014
1036,Moulin à Vent 2016,Red,France,Moulin-à-Vent,Terres Dorées,3.8,136,17.9,2016
1037,Don Tommaso Chianti Classico 2015,Red,Italy,Chianti Classico,Principe Corsini,3.9,136,18.49,2015
1038,Vecchie Vigne Brunello di Montalcino 2013,Red,Italy,Brunello di Montalcino,Siro Pacenti,4.0,136,75.0,2013
1039,Traildust 2017,Red,South Africa,Coastal Region,Beyerskloof,4.0,136,14.95,2017
1040,Cabernet Sauvignon 2018,Red,South Africa,Western Cape,Leopard’s Leap,3.4,136,7.45,2018
1041,Barbaresco Basarin Riserva 2015,Red,Italy,Barbaresco,Negro Angelo,3.8,136,29.5,2015
1042,Cellar Selection Pinotage 2018,Red,South Africa,Coastal Region,Kleine Zalze,3.6,136,9.5,2018
1043,Le Crosare Valpolicella Ripasso Classico Superiore 2017,Red,Italy,Valpolicella Ripasso Classico,Lenotti,3.9,136,10.67,2017
1044,Iirrésistible Côtes de Provence 2016,Red,France,Côtes de Provence,Domaine de la Croix,3.7,136,13.5,2016
1045,La Chasselière Crozes-Hermitage 2015,Red,France,Crozes-Hermitage,Domaine Michelas St Jemms,3.8,136,17.9,2015
1046,Optima 2014,Red,South Africa,Franschhoek,Anthonij Rupert,4.2,1361,22.99,2014
1047,Valpolicella 2018,Red,Italy,Valpolicella,Tommasi,3.5,1361,9.5,2018
1048,Conde de Valdemar Reserva 2011,Red,Spain,Rioja,Bodegas Valdemar,3.7,1364,10.89,2011
1049,Laforet Bourgogne Pinot Noir 2015,Red,France,Bourgogne,Joseph Drouhin,3.6,1365,15.0,2015
1050,Brunello di Montalcino 2014,Red,Italy,Brunello di Montalcino,Caparzo,4.1,1367,23.49,2014
1051,Viña Alberdi Reserva 2014,Red,Spain,Rioja,La Rioja Alta,4.1,1368,14.99,2014
1052,Rioja 150 Aniversario 2010,Red,Spain,Rioja,Marqués de Riscal,4.1,1369,59.99,2010
1053,Cembali Nero d'Avola 2010,Red,Italy,Terre Siciliane,Baglio di Pianetto,4.0,137,24.86,2010
1054,Noà (Tenuta Presti e Pregni) 2016,Red,Italy,Sicilia,Cusumano,3.9,137,25.95,2016
1055,Pessac-Léognan 2017,Red,France,Pessac-Léognan,Château Haut-Bailly,4.0,137,131.6,2017
1056,Russiz Superiore Cabernet Franc Collio 2016,Red,Italy,Collio,Marco Felluga,3.9,137,23.99,2016
1057,Tempranillo 2015,Red,Spain,Castilla,Maximo,3.4,137,4.16,2015
1058,Haus & Hof Merlot 2018,Red,Austria,Burgenland,Hannes Reeh,3.6,137,8.52,2018
1059,Regaleali Nero d'Avola 2016,Red,Italy,Terre Siciliane,Tasca d'Almerita,3.5,137,7.52,2016
1060,Montornello Chianti Classico Riserva 2014,Red,Italy,Chianti Classico,Bibbiano,3.8,137,18.97,2014
1061,Barbera d'Alba 2017,Red,Italy,Barbera d'Alba,Enzo Boglietti,3.9,137,17.29,2017
1062,Saint-Estèphe 2015,Red,France,Saint-Estèphe,Château Le Crock,4.0,137,32.65,2015
1063,Fronsac 2016,Red,France,Fronsac,Château Hauchat,3.7,137,10.66,2016
1064,Max Reserva Merlot 2017,Red,Chile,Aconcagua Valley,Errazuriz,3.7,137,14.9,2017
1065,El Recio 2018,Red,Spain,Toro,Matsu,4.1,137,12.2,2018
1066,Alta Mora Etna Rosso 2017,Red,Italy,Etna,Cusumano,3.7,137,12.95,2017
1067,Musigny Grand Cru (Cuveé Vieilles Vignes) 1990,Red,France,Musigny Grand Cru,Domaine Comte Georges de Vogüé,4.4,137,995.0,1990
1068,Fronsac 2012,Red,France,Fronsac,Château Moulin Haut-Laroque,3.8,137,19.45,2012
1069,Classic Blaufränkisch 2017,Red,Austria,Mittelburgenland,Hans Igler,3.7,137,8.8,2017
1070,El Niño de Campillo Rioja 2018,Red,Spain,Rioja,Campillo,3.6,137,9.99,2018
1071,Pietra (Primitivo - Susumaniello) 2016,Red,Italy,Salento,Menhir,4.1,137,12.9,2016
1072,Gran Reserva 2012,Red,Spain,Ribera del Duero,Protos,4.1,1371,43.8,2012
1073,Grand Cru Sagrada Familia 2015,Red,Chile,Lontue Valley,Caballo Loco,4.4,1372,27.2,2015
1074,Cordillera Reserva Especial Carmenère 2017,Red,Chile,Curico Valley,Miguel Torres,3.7,1375,15.13,2017
1075,Gran Reserva Cabernet Sauvignon (Selección del Directorio) 2013,Red,Chile,Colchagua Valley,Santa Helena,3.5,1377,9.49,2013
1076,Montepulciano d'Abruzzo Marina Cvetic 2016,Red,Italy,Montepulciano d'Abruzzo,Masciarelli,4.1,1379,20.4,2016
1077,Single Vineyard Cabernet Franc 2015,Red,Chile,Colchagua Valley,Valdivieso,3.9,138,16.38,2015
1078,Nerello Mascalese 2013,Red,Italy,Terre Siciliane,Di Giovanna,3.6,138,10.5,2013
1079,Alicante - Mourvèdre 2013,Red,Chile,Maule Valley,Erasmo,3.5,138,18.0,2013
1080,Rosso di Montalcino 2017,Red,Italy,Rosso di Montalcino,Collosorbo,4.0,138,17.89,2017
1081,Roda I Reserva Rioja 2015,Red,Spain,Rioja,Bodegas Roda,4.4,138,46.5,2015
1082,Serpaiolo Rosso Toscana 2017,Red,Italy,Maremma Toscana,Serpaia di Endrizzi,3.9,138,9.5,2017
1083,The Villain Cabernet Sauvignon 2015,Red,Australia,McLaren Vale,Hugh Hamilton,3.8,138,17.35,2015
1084,Villa Mura Merlot Veneto 2016,Red,Italy,Veneto,Sartori,3.4,138,4.57,2016
1085,Red Blend 2015,Red,South Africa,Swartland,Badenhorst,3.8,138,24.9,2015
1086,Mason Pinot Nero 2017,Red,Italy,Südtirol - Alto Adige,Manincor,4.1,138,27.2,2017
1087,Les Rabassières Côtes-du-Rhône Rouge 2017,Red,France,Côtes-du-Rhône,Maison Bouachon,3.7,138,8.29,2017
1088,Gran Reserva Cabernet Sauvignon 2017,Red,Chile,Colchagua Valley,TerraNoble,4.0,138,13.9,2017
1089,Riserva Salice Salentino 2012,Red,Italy,Salice Salentino,Paololeo,4.2,138,11.95,2012
1090,Gaudenz Trocken 2016,Red,Germany,Pfalz,Knipser,3.8,138,9.8,2016
1091,Zane Valpolicella Ripasso Classico Superiore 2016,Red,Italy,Valpolicella Ripasso Classico,Boscaini Carlo,4.2,138,18.95,2016
1092,Pinotage 2019,Red,South Africa,Western Cape,Golden Kaan,3.7,138,5.79,2019
1093,Melck's Blended Red 2015,Red,South Africa,Stellenbosch,Muratie,3.7,138,9.05,2015
1094,Fronsac 2010,Red,France,Fronsac,Château du Carillon,3.6,138,9.9,2010
1095,Le Naturel Red 2019,Red,Spain,Navarra,Aroa,3.6,138,12.95,2019
1096,Tinto 2009,Red,Portugal,Bairrada,Vadio,3.8,138,25.9,2009
1097,Pessac-Léognan (Grand Cru Classé de Graves) 2016,Red,France,Pessac-Léognan,Château de Fieuzal,4.0,138,51.66,2016
1098,Private Bin Merlot - Cabernet Sauvignon 2018,Red,New Zealand,Hawke's Bay,Villa Maria,3.6,138,11.95,2018
1099,Ultra Cabernet Sauvignon 2016,Red,Argentina,Mendoza,Kaiken,3.8,1381,16.09,2016
1100,Meandro Douro Tinto 2017,Red,Portugal,Douro,Quinta do Vale Meão,4.0,1381,15.5,2017
1101,Diamond Collection Merlot (Blue Label) 2016,Red,United States,Napa Valley,Francis Ford Coppola,3.8,1381,26.31,2016
1102,La Groletta Amarone della Valpolicella 2016,Red,Italy,Amarone della Valpolicella,Corte Giara,4.1,1382,33.76,2016
1103,Gattinara 2016,Red,Italy,Gattinara,Travaglini,4.0,1387,29.24,2016
1104,Pipoli Aglianico del Vulture 2018,Red,Italy,Aglianico del Vulture,Vigneti del Vulture,3.8,139,5.9,2018
1105,Pinot Noir Pequeñas Producciones 2017,Red,Chile,Casablanca Valley,Casas del Bosque,3.9,139,28.95,2017
1106,Bons Ventos Rouge 2018,Red,Portugal,Lisboa,Casa Santos Lima,3.6,139,5.75,2018
1107,Bordeaux 2012,Red,France,Bordeaux,Domaine de Valmengaux,4.1,139,34.71,2012
1108,Just Fucking Good Wine Organic Tinto 2018,Red,Spain,Valencia,Neleman,3.7,139,14.44,2018
1109,Altitud Merlot 2015,Red,Argentina,Tupungato,Andeluna,3.7,139,16.17,2015
1110,Doña Margarita Vineyard Mas Cavalls Pinot Noir 2016,Red,United States,Sonoma Coast,Marimar Estate,4.2,139,56.4,2016
1111,Black Label Syrah - Monastrell 2017,Red,Spain,Almansa,Bodegas Piqueras,3.5,139,6.72,2017
1112,Merlot (Jan Fiskaal) 2016,Red,South Africa,Coastal Region,MAN,3.5,139,7.19,2016
1113,Château Brassac Bordeaux Supérieur 2015,Red,France,Bordeaux Supérieur,Kressmann,3.3,139,9.26,2015
1114,Autour de Jonquières Terrasses du Larzac 2015,Red,France,Terrasses du Larzac,Mas Jullien,4.0,139,31.39,2015
1115,La Rosine Syrah 2017,Red,France,Collines Rhodaniennes,Michel & Stéphane Ogier,4.0,139,19.9,2017
1116,Saint-Joseph Lieu-Dit 2016,Red,France,Saint-Joseph,E. Guigal,4.4,139,46.64,2016
1117,Kurni Marche 2017,Red,Italy,Marche,Oasi degli Angeli,4.6,139,106.6,2017
1118,Mi Pueblo Cabernet Sauvignon 2019,Red,Chile,Central Valley,Viña Maipo,3.3,139,6.5,2019
1119,Jois Blaufrankisch 2016,Red,Austria,Burgenland,Scheiblhofer,3.8,139,26.22,2016
1120,San Nicolao Barbera d'Asti 2018,Red,Italy,Barbera d'Asti,Vite Colte,3.2,139,6.1,2018
1121,Haut-Médoc 2014,Red,France,Haut-Médoc,Château Fontesteau,3.7,139,18.86,2014
1122,Pomerol 2012,Red,France,Pomerol,Château Latour à Pomerol,4.3,139,101.74,2012
1123,Mercurey 1er Cru Clos du Roy 2017,Red,France,Mercurey,Faiveley,4.0,139,33.9,2017
1124,Vinha Grande Douro 2017,Red,Portugal,Douro,Casa Ferreirinha,4.0,1392,12.63,2017
1125,Sapaio Bolgheri Volpolo 2015,Red,Italy,Bolgheri,Podere Sapaio,3.9,1393,23.37,2015
1126,Saint-Julien 2008,Red,France,Saint-Julien,Château Gloria,3.8,1395,54.95,2008
1127,Romántica Crianza 2017,Red,Spain,Ribera del Duero,Bodega de Bardos,3.9,140,10.89,2017
1128,Cabernet Sauvignon 2019,Red,Argentina,Tupungato,Domaine Bousquet,3.7,140,7.27,2019
1129,Lapa Cabernet Sauvignon 2012,Red,South Africa,Stellenbosch,Guardian Peak,3.9,140,29.0,2012
1130,Santa Cecilia Nero d'Avola 2016,Red,Italy,Terre Siciliane,Planeta,4.0,140,21.0,2016
1131,Rully Red 2017,Red,France,Rully,Joseph Drouhin,3.7,140,22.78,2017
1132,Merlot 2016,Red,United States,California,Spellbound,3.9,140,14.49,2016
1133,Éo Noir 2014,Red,Switzerland,Zürich,Staatskellerei Zürich,3.9,140,70.19,2014
